title	revenue	budget	genres	release_date	runtime	vote_average	vote_count
March or Die	0	0	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}]	1977-09-08	107	6.2	16
The Visitors	0	0	[{"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}, {"id": 878, "name": "Science Fiction"}]	1993-01-27	107	7.1	420
Somewhere	0	8000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2010-09-03	98	6	208
I Hope They Serve Beer in Hell	1429299	7000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2009-09-25	106	5.7	20
Chairman of the Board	0	0	[{"id": 35, "name": "Comedy"}]	1998-03-13	95	2.7	13
Hesher	382946	7000000	[{"id": 18, "name": "Drama"}]	2010-01-22	106	6.7	212
Dom Hemingway	523511	0	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2013-11-15	93	5.8	212
Gerry	0	3500000	[{"id": 9648, "name": "Mystery"}, {"id": 18, "name": "Drama"}, {"id": 12, "name": "Adventure"}]	2002-01-12	103	6.2	68
The Heart of Me	0	7000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2002-01-01	96	7.7	5
Freeheld	573335	7000000	[{"id": 10749, "name": "Romance"}, {"id": 18, "name": "Drama"}]	2015-10-02	103	7.1	164
The Extra Man	453079	7000000	[{"id": 35, "name": "Comedy"}]	2010-08-01	108	5.9	29
Hard to Be a God	1310673	7000000	[{"id": 18, "name": "Drama"}, {"id": 878, "name": "Science Fiction"}]	2013-02-27	170	6.7	41
Ca$h	46488	7000000	[{"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}, {"id": 35, "name": "Comedy"}]	2010-01-01	108	6	73
Wah-Wah	0	0	[{"id": 18, "name": "Drama"}]	2005-08-17	120	6.3	8
The Boondock Saints	30471	6000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	1999-01-22	108	7.2	837
Z Storm	0	0	[{"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2014-06-19	92	5.8	5
Twixt	0	7000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2011-09-10	84	5	85
The Snow Queen	12400000	7000000	[{"id": 16, "name": "Animation"}, {"id": 14, "name": "Fantasy"}]	2012-10-11	76	5.1	47
Alpha and Omega: The Legend of the Saw Tooth Cave	0	0	[{"id": 10751, "name": "Family"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 12, "name": "Adventure"}]	2014-07-21	53	6.5	4
Pale Rider	41410568	0	[{"id": 10749, "name": "Romance"}, {"id": 37, "name": "Western"}]	1985-06-28	115	7	251
Stargate: The Ark of Truth	8900000	7000000	[{"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	2008-03-11	97	6.9	140
Dazed and Confused	7993039	6900000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	1993-09-24	102	7.4	583
High School Musical 2	7000000	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}, {"id": 10402, "name": "Music"}]	2007-08-17	104	6.1	843
Two Lovers and a Bear	0	0	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2016-10-02	96	6.8	27
Criminal Activities	0	7000000	[{"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2015-11-20	94	5.8	110
Aimee & Jaguar	0	0	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 10749, "name": "Romance"}]	1999-02-10	125	6.3	20
The Chumscrubber	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2005-06-08	108	6.7	62
Shade	0	6800000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2003-05-18	101	6.1	73
House at the End of the Street	44287131	6900000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2012-09-21	101	5.6	555
Incendies	7103838	6800000	[{"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}, {"id": 9648, "name": "Mystery"}]	2010-09-04	130	7.9	479
Remember Me, My Love	0	0	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2003-02-11	125	5.8	44
Perrier’s Bounty	0	0	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2009-09-11	88	5.1	24
Elite Squad	0	4000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}]	2007-10-12	115	7.8	504
Annabelle	255273813	6500000	[{"id": 27, "name": "Horror"}]	2014-10-02	99	5.6	1517
Bran Nue Dae	7	7	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10769, "name": "Foreign"}, {"id": 10749, "name": "Romance"}]	2009-08-09	82	5.2	6
Boyz n the Hood	57504069	6500000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	1991-07-12	112	7.4	364
La Bamba	54215416	6500000	[{"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}]	1987-07-24	108	6.8	116
The Four Seasons	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1981-05-22	107	6.3	16
Dressed to Kill	31899000	6500000	[{"id": 27, "name": "Horror"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	1980-06-25	105	6.8	157
The Adventures of Huck Finn	0	6500000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]	1993-04-02	108	6.2	42
Go	28451622	6500000	[{"id": 80, "name": "Crime"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}]	1999-04-09	98	7	196
Friends with Money	13368437	6500000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2006-09-07	88	5.1	128
The Andromeda Strain	12376563	6500000	[{"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	1971-03-12	131	7	190
Bats	10	0	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	1999-10-22	91	4.1	35
Nowhere in Africa	0	0	[{"id": 18, "name": "Drama"}]	2001-12-11	140	7	32
Shame	17693675	6500000	[{"id": 18, "name": "Drama"}]	2011-10-02	100	7	875
Layer Cake	11850214	6500000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2004-09-30	105	7	559
The Work and the Glory II: American Zion	2025032	6500000	[{"id": 18, "name": "Drama"}]	2005-10-21	100	8	6
The East	2401510	6500000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2013-05-31	116	6.5	305
A Home at the End of the World	1548955	6500000	[{"id": 10749, "name": "Romance"}, {"id": 18, "name": "Drama"}]	2004-07-23	96	6.8	45
Aberdeen	0	0	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10769, "name": "Foreign"}]	2000-07-05	113	7	6
The Messenger	1521261	6500000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	2009-11-13	113	7.1	119
Tracker	0	6500000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 12, "name": "Adventure"}]	2010-05-20	102	6	16
Control	8159508	0	[{"id": 18, "name": "Drama"}]	2007-09-26	121	7.5	200
The Terminator	78371200	6400000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}]	1984-10-26	108	7.3	4128
Good bye, Lenin!	79384880	4800000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2003-02-09	121	7.4	586
The Damned United	0	10000000	[{"id": 18, "name": "Drama"}]	2009-03-27	97	7.2	152
The Return of the Living Dead	14237000	4000000	[{"id": 35, "name": "Comedy"}, {"id": 27, "name": "Horror"}]	1985-05-15	91	7.3	267
Mallrats	2122561	6000000	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}]	1995-10-20	94	6.8	392
Grease	181813770	6000000	[{"id": 10749, "name": "Romance"}]	1978-07-07	110	7.2	1581
Platoon	138530565	6000000	[{"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}, {"id": 28, "name": "Action"}]	1986-12-18	120	7.5	1205
Fahrenheit 9/11	119114517	6000000	[{"id": 99, "name": "Documentary"}]	2004-06-25	122	6.8	397
Butch Cassidy and the Sundance Kid	102308889	6000000	[{"id": 36, "name": "History"}, {"id": 18, "name": "Drama"}, {"id": 37, "name": "Western"}, {"id": 80, "name": "Crime"}]	1969-09-23	110	7.4	650
Mary Poppins	102272727	6000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]	1964-08-27	139	7.4	1183
Ordinary People	0	6000000	[{"id": 18, "name": "Drama"}]	1980-09-19	124	7.4	145
West Side Story	43656822	6000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}]	1961-10-18	152	7	389
Caddyshack	39846344	6000000	[{"id": 35, "name": "Comedy"}]	1980-07-25	98	6.6	365
The Brothers	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2001-03-23	106	6.5	10
The Wood	25059640	6000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1999-07-16	106	7.1	34
The Usual Suspects	23341568	6000000	[{"id": 18, "name": "Drama"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	1995-07-19	106	8.1	3254
A Nightmare on Elm Street 5: The Dream Child	22168359	8000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	1989-08-11	89	5.5	245
National Lampoon’s Van Wilder	38275483	5000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2002-03-29	92	5.9	858
The Wrestler	44703995	6000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2008-09-07	109	7.3	1000
Duel in the Sun	20400000	6000000	[{"id": 37, "name": "Western"}]	1946-12-31	144	6.2	37
Best in Show	0	0	[{"id": 35, "name": "Comedy"}]	2000-09-19	90	6.7	166
Escape from New York	50244700	6000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}]	1981-05-22	99	6.9	703
School Daze	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	1988-02-12	121	6.2	26
Daddy Day Camp	18197398	6000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2007-08-08	89	4.4	91
Mr. Nice Guy	18814720	12716953	[{"id": 80, "name": "Crime"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]	1997-01-31	113	6.3	128
A Mighty Wind	18750246	6000000	[{"id": 35, "name": "Comedy"}, {"id": 10402, "name": "Music"}]	2003-04-16	91	6.6	74
Mystic Pizza	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1988-10-13	104	5.9	123
Sliding Doors	58000000	6000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 14, "name": "Fantasy"}, {"id": 10749, "name": "Romance"}]	1998-04-23	99	6.5	354
Tales from the Hood	12000000	6000000	[{"id": 80, "name": "Crime"}, {"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	1995-05-24	98	5.4	32
The Last King of Scotland	48027970	6000000	[{"id": 18, "name": "Drama"}]	2006-09-01	121	7.4	558
Halloween 5: The Revenge of Michael Myers	11642254	5000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	1989-10-12	96	5.2	183
Bernie	9206470	5000000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2012-04-27	100	6.5	320
Dolphins and Whales: Tribes of the Ocean	7518876	6000000	[{"id": 99, "name": "Documentary"}]	2008-02-15	42	8	3
Pollock	0	0	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2000-09-06	122	6.6	91
200 Cigarettes	6852450	6000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1999-02-26	101	6.1	44
The Words	13231461	6000000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2012-09-07	96	6.4	379
Casa De Mi Padre	0	0	[{"id": 35, "name": "Comedy"}, {"id": 37, "name": "Western"}]	2012-03-15	84	5.5	103
City Island	6670712	6000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}]	2009-03-06	104	6.9	113
The Guard	19560274	6000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2011-07-07	96	6.8	372
College	6230276	7000000	[{"id": 35, "name": "Comedy"}]	2008-08-28	94	4.8	48
The Virgin Suicides	10409377	6000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1999-04-21	97	7.1	817
Little Voice	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	1998-11-05	97	6.6	61
Miss March	0	0	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2009-03-13	89	5.4	77
Wish I Was Here	5483299	5500000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}]	2014-01-18	120	6.4	300
Simply Irresistible	4398989	6000000	[{"id": 35, "name": "Comedy"}]	1999-02-05	95	5.5	52
Hedwig and the Angry Inch	0	0	[{"id": 35, "name": "Comedy"}, {"id": 10402, "name": "Music"}]	2001-07-20	95	7.4	80
Only the Strong	3283371	6000000	[{"id": 28, "name": "Action"}]	1993-08-27	99	6.9	29
Goddess of Love	0	0	[{"id": 9648, "name": "Mystery"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 27, "name": "Horror"}]	2015-08-31	96	6.2	9
Shattered Glass	2944752	6000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	2003-11-14	94	6.6	111
Novocaine	2025238	6000000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2001-11-23	95	6	44
The Business of Strangers	0	0	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2001-01-19	84	5.7	19
The Wild Bunch	638641	6244087	[{"id": 12, "name": "Adventure"}, {"id": 37, "name": "Western"}]	1969-06-17	145	7.6	259
The Wackness	2899975	6000000	[{"id": 18, "name": "Drama"}]	2008-07-03	99	6.2	94
The First Great Train Robbery	0	6000000	[{"id": 53, "name": "Thriller"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 80, "name": "Crime"}]	1979-01-25	110	6.6	74
Morvern Callar	0	0	[{"id": 18, "name": "Drama"}]	2002-01-01	97	7.2	34
Beastmaster 2: Through the Portal of Time	869325	6000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 878, "name": "Science Fiction"}]	1991-06-08	107	4.6	17
The 5th Quarter	399611	6000000	[{"id": 18, "name": "Drama"}]	2011-03-25	97	4.7	12
The Flower of Evil	0	0	[{"id": 18, "name": "Drama"}]	2003-02-09	104	5.7	10
The Greatest	0	6000000	[{"id": 18, "name": "Drama"}]	2009-01-17	99	6.2	34
Snow Flower and the Secret Fan	1332231	134005	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	2011-07-15	104	5.3	22
Come Early Morning	0	6000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2006-01-10	97	5.9	10
Lucky Break	0	0	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]	2001-08-24	107	6.5	11
Julia	0	0	[{"id": 18, "name": "Drama"}]	1977-10-02	117	6.3	30
Surfer, Dude	69497	6000000	[{"id": 35, "name": "Comedy"}]	2008-09-05	85	4.7	25
Lake of Fire	25	0	[{"id": 99, "name": "Documentary"}]	2006-09-09	152	8	10
11:14	0	6000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2003-05-16	86	6.8	206
Men of War	0	0	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1994-09-04	103	5.4	29
Don McKay	0	0	[{"id": 80, "name": "Crime"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2009-04-24	87	5.4	21
Deadfall	66351	12000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2012-11-08	95	5.6	224
A Shine of Rainbows	0	6000000	[{"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]	2009-10-01	101	6.3	14
The Hit List	0	6000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2011-04-02	90	5.2	73
Emma	0	0	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2009-10-11	240	7.6	38
Videodrome	2120439	5952000	[{"id": 27, "name": "Horror"}, {"id": 9648, "name": "Mystery"}, {"id": 878, "name": "Science Fiction"}]	1983-02-04	87	7.1	454
The Spanish Apartment	3897799	5300000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2002-05-17	122	7	266
Song One	32251	6000000	[{"id": 18, "name": "Drama"}]	2014-01-20	86	5.5	87
Winter in Wartime	530048	4000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 10752, "name": "War"}]	2008-11-17	103	6.8	66
Freaky Deaky	0	0	[{"id": 35, "name": "Comedy"}]	2012-04-22	90	4.9	18
The Train	6800000	5800000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 10752, "name": "War"}]	1964-09-21	133	7.2	72
Trade Of Innocents	0	0	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2012-09-27	91	5.5	12
The Protector	27165581	6000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2005-08-11	108	6.8	167
Stiff Upper Lips	0	0	[{"id": 35, "name": "Comedy"}]	1998-06-12	99	10	1
Bend It Like Beckham	76578641	3500159	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2002-04-11	112	6.2	578
Sunshine State	0	0	[{"id": 18, "name": "Drama"}]	2002-06-21	141	6	10
Crossover	7000000	5800000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}]	2006-09-01	95	4.2	10
Khiladi 786	126	0	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]	2012-12-07	139	4.7	11
[REC]²	18469680	5600000	[{"id": 53, "name": "Thriller"}, {"id": 27, "name": "Horror"}]	2009-09-15	85	6.4	489
Standing Ovation	531826	0	[{"id": 35, "name": "Comedy"}, {"id": 10402, "name": "Music"}, {"id": 10751, "name": "Family"}]	2010-07-16	105	3.9	6
The Sting	159616327	5500000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	1973-12-25	129	7.9	622
Chariots of Fire	58972904	5500000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	1981-05-15	123	6.8	207
Diary of a Mad Black Woman	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2005-02-25	116	6.4	71
Shine	0	0	[{"id": 18, "name": "Drama"}]	1996-01-21	105	7.3	131
Don Jon	0	6000000	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2013-07-26	90	5.9	1671
High Plains Drifter	15700000	5500000	[{"id": 37, "name": "Western"}]	1973-04-19	105	7.4	278
Ghost World	0	7000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2001-07-20	111	7.1	426
Iris	0	0	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2001-12-14	91	6.2	47
Galaxina	4865000	5500000	[{"id": 35, "name": "Comedy"}, {"id": 878, "name": "Science Fiction"}]	1980-06-06	95	3.3	16
The Chorus	0	0	[{"id": 18, "name": "Drama"}]	2004-03-17	96	7.5	526
Mambo Italiano	3031801	4361898	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2003-06-06	92	5.6	28
Wonderland	2466444	5000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2003-10-23	104	6.2	73
Do the Right Thing	37295445	6500000	[{"id": 18, "name": "Drama"}]	1989-06-30	120	7.6	292
Harvard Man	0	0	[{"id": 18, "name": "Drama"}]	2001-01-01	99	4.8	15
Le Havre	0	3850000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}]	2011-05-17	93	6.8	97
Irreversible	792	0	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}, {"id": 9648, "name": "Mystery"}]	2002-05-22	97	7.1	538
R100	0	5500000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2013-10-05	100	5.4	31
Rang De Basanti	11502151	2200000	[{"id": 18, "name": "Drama"}]	2006-01-26	157	7.2	97
Animals	0	0	[{"id": 18, "name": "Drama"}]	2014-05-15	90	6.2	9
Salvation Boulevard	0	8000000	[{"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}]	2011-07-15	96	5.6	28
The Ten	0	0	[{"id": 35, "name": "Comedy"}]	2007-08-03	96	4.9	57
A Room for Romeo Brass	0	0	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10769, "name": "Foreign"}]	1999-08-23	90	7.3	18
Headhunters	15699707	0	[{"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2011-08-04	100	7.1	399
Grabbers	0	0	[{"id": 878, "name": "Science Fiction"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}, {"id": 27, "name": "Horror"}]	2012-08-10	94	6	140
Saint Ralph	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2004-09-11	95	7.3	24
Miss Julie	5000000	5500000	[{"id": 18, "name": "Drama"}]	2014-09-07	120	5.9	45
Somewhere in Time	0	5100000	[{"id": 878, "name": "Science Fiction"}, {"id": 18, "name": "Drama"}, {"id": 14, "name": "Fantasy"}, {"id": 10749, "name": "Romance"}]	1980-10-02	103	7.2	102
Dum Maaro Dum	0	0	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 10769, "name": "Foreign"}]	2011-04-22	130	5.4	7
Insidious: Chapter 2	0	5000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2013-09-12	106	6.5	1211
Saw II	152925093	4000000	[{"id": 27, "name": "Horror"}]	2005-10-28	92	6.3	1251
10 Cloverfield Lane	108286421	15000000	[{"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}, {"id": 18, "name": "Drama"}]	2016-03-10	103	6.8	2468
Jackass: The Movie	64282312	5000000	[{"id": 99, "name": "Documentary"}, {"id": 35, "name": "Comedy"}]	2002-10-21	87	6.1	345
Lights Out	44107032	4900000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2016-07-21	81	6.3	1129
Paranormal Activity 3	205703818	5000000	[{"id": 27, "name": "Horror"}]	2011-10-19	83	5.9	669
Ouija	103590271	5000000	[{"id": 27, "name": "Horror"}]	2014-10-24	89	4.9	983
A Nightmare on Elm Street 3: Dream Warriors	44793222	5000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	1987-02-27	96	6.5	354
Instructions Not Included	99067206	5500000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2013-07-20	115	7.5	205
